date,to_type,sport,store,turnover,quantity,nb_transaction
2/10/2018 0:00,offline,SWIMMING,1614,5865.79,204.41,170.12
2/10/2018 0:00,offline,DIVING,1614,6529.48,178.82,73.72
2/10/2018 0:00,offline,FOOTBALL,1618,6574.76,187.09,170.59
2/10/2018 0:00,online,JOG/RUN,191,1128.77,58.79,68.18
2/10/2018 0:00,offline,DIVING,1618,3361.77,150.1,85.25
2/10/2018 0:00,online,HIKING/TREKKING,191,4247.05,92.91,64.01
2/10/2018 0:00,online,Others,191,192.94,-0.32,55.66
2/10/2018 0:00,offline,GOLF,1614,292.65,71.77,77.96
2/10/2018 0:00,online,SWIMMING,191,413.46,80.17,39.62
2/10/2018 0:00,offline,YOGA,1614,4827.92,101.75,83.54
2/10/2018 0:00,offline,RUGBY,1614,431.92,49.59,49.88
2/10/2018 0:00,online,GOLF,191,766.64,31.72,90.01
2/10/2018 0:00,online,CROSSTRAIN,191,2404.73,89.17,87.15
2/10/2018 0:00,online,SURFING,191,117.56,20.04,59.26
2/10/2018 0:00,online,YOGA,191,136.53,21.28,23.8
2/10/2018 0:00,offline,UNKNOWN,1618,213.41,17.32,17.15
2/10/2018 0:00,offline,Others,1614,59.85,88.44,22.76
2/10/2018 0:00,offline,HIKING/TREKKING,1618,104601.49,1119.9,616.71
2/10/2018 0:00,offline,SKI,1614,3450.13,316.02,201.99
2/10/2018 0:00,offline,GOLF,1618,3393.38,71.3,41.72
2/10/2018 0:00,offline,SQUASH,1618,284.79,46.06,65.19
2/10/2018 0:00,offline,SURFING,1614,7193.16,149.91,159.72
2/10/2018 0:00,offline,Others,1618,3520.89,44.55,107.82
2/10/2018 0:00,offline,RUGBY,1618,245.27,56.21,10.83
2/10/2018 0:00,offline,CLIMBING,1618,2768.69,15.37,103.59
2/10/2018 0:00,online,SKI,191,5710.92,92.73,48.81
2/10/2018 0:00,online,CYCLING,191,1597.45,96.84,23.16
2/11/2018 0:00,offline,TENNIS,1618,9327.45,246.3,179.68
2/11/2018 0:00,offline,FOOTBALL,1618,5252.14,167.44,120.72
2/11/2018 0:00,offline,SKATE/ROLLER,1618,14619.58,113.23,65.13
2/11/2018 0:00,offline,SURFING,1614,6211.49,201.19,88.08
2/11/2018 0:00,offline,SWIMMING,1618,12532.92,324.2,195.72
2/11/2018 0:00,offline,JOG/RUN,1618,23319.71,497.4,293.75
2/11/2018 0:00,offline,SURFING,1618,4919.93,210.45,87.51
2/11/2018 0:00,offline,SKI,1614,1398.5,166.53,194.77
2/11/2018 0:00,offline,BASKETBALL,1614,6175.53,189.51,180.29
2/11/2018 0:00,offline,JOG/RUN,1614,20826.29,527.11,343.32
2/11/2018 0:00,offline,PILATES,1618,19706.69,367.58,227.05
2/11/2018 0:00,offline,HIKING/TREKKING,1618,84363.59,1145.23,586.95
2/11/2018 0:00,offline,SQUASH,1614,111.65,38.67,8.99
2/11/2018 0:00,offline,BADMINTON,1614,3747.13,161.9,131.52
2/11/2018 0:00,online,SKATE/ROLLER,191,1029.16,77.95,43.75
2/11/2018 0:00,offline,YOGA,1614,4790.68,95.5,119.19
2/11/2018 0:00,offline,CROSSTRAIN,1614,7209.85,176.59,136.6
2/11/2018 0:00,offline,YOGA,1618,7694.48,186.46,109.17
2/11/2018 0:00,online,JOG/RUN,191,1173.81,107.74,78.77
2/11/2018 0:00,offline,BOXING,1618,1147.19,57.63,97.37
2/11/2018 0:00,offline,DIVING,1618,3769.52,111.14,89.85
2/11/2018 0:00,offline,TENNIS,1614,10856.67,414.41,281.89
2/11/2018 0:00,offline,DIVING,1614,5255.51,144.44,62.93
2/11/2018 0:00,offline,SQUASH,1618,29.31,4.53,55.46
2/11/2018 0:00,offline,FOOTBALL,1614,8951.56,236.53,208.3
2/11/2018 0:00,offline,BASKETBALL,1618,6644.78,170.71,163.59
2/11/2018 0:00,offline,GOLF,1618,1601.94,35.14,73.36
2/11/2018 0:00,offline,SKATE/ROLLER,1614,12116.85,89.75,92.38
2/11/2018 0:00,offline,SAILING,1618,10515.9,130.63,149.65
2/11/2018 0:00,offline,BADMINTON,1618,2235.1,147.39,134.28
2/11/2018 0:00,offline,Others,1618,1245.35,121.56,102.71
2/11/2018 0:00,offline,CYCLING,1618,8059.15,211.51,216.22
2/11/2018 0:00,offline,RUGBY,1618,181.93,82.95,102.81
2/11/2018 0:00,offline,CROSSTRAIN,1618,8230.09,166.16,178.54
2/11/2018 0:00,offline,FITNESS,1618,6440.53,205.18,406.21
2/11/2018 0:00,offline,SWIMMING,1614,10761.4,312.47,204.35
2/11/2018 0:00,offline,TRAIL,1614,2473.13,51.27,94
2/11/2018 0:00,offline,UNKNOWN,1618,1047.35,98.82,34.39
2/11/2018 0:00,online,Others,191,103.56,44.61,20.45
2/11/2018 0:00,online,CROSSTRAIN,191,420.61,31.44,22.76
2/11/2018 0:00,offline,PILATES,1614,5515.01,228.42,224.47
2/11/2018 0:00,offline,TRAIL,1618,1741.08,32.52,51.54
2/11/2018 0:00,online,CYCLING,191,1158.26,52.99,62.01
2/11/2018 0:00,online,GOLF,191,486.03,99.88,9.22
2/11/2018 0:00,online,YOGA,191,345.68,22.42,88.34
2/11/2018 0:00,online,BADMINTON,191,20.29,38.69,9.76
2/11/2018 0:00,offline,HIKING/TREKKING,1614,55994.04,1266.86,658.46
2/11/2018 0:00,offline,TABLE_TENNIS,1618,490.43,46.99,102.17
2/11/2018 0:00,offline,GOLF,1614,417.5,91.14,18.75
2/11/2018 0:00,offline,CLIMBING,1618,1753.88,47.47,56.34
2/11/2018 0:00,offline,SKI,1618,4024.48,224.71,170.24
2/11/2018 0:00,offline,CYCLING,1614,1095.97,125.01,105.87
2/11/2018 0:00,offline,CLIMBING,1614,162.1,69.23,28.06
2/11/2018 0:00,offline,RUGBY,1614,160.94,16.31,45.74
2/11/2018 0:00,offline,VOLLEYBALL,1614,142.38,63.08,53.23
2/11/2018 0:00,online,BOXING,191,16.53,61.33,8
2/11/2018 0:00,offline,TABLE_TENNIS,1614,225.82,42.15,41.73
2/11/2018 0:00,offline,TRIATHLON,1618,3301.58,175.65,179.14
2/11/2018 0:00,offline,KAYAK/SUP,1618,1231.92,70.15,56.23
2/11/2018 0:00,online,FITNESS,191,2083.16,67.07,71.61
2/11/2018 0:00,online,PILATES,191,449.59,73.9,108
2/11/2018 0:00,offline,SAILING,1614,48.9,45.62,8.14
2/11/2018 0:00,online,HIKING/TREKKING,191,4480.48,91.4,73.77
2/11/2018 0:00,online,DIVING,191,43.97,30.64,88.51
2/11/2018 0:00,online,TENNIS,191,187.89,16.9,32.24
2/11/2018 0:00,online,FOOTBALL,191,1132.56,42.58,76.12
2/11/2018 0:00,offline,UNKNOWN,1614,140.1,23.11,41.97
2/11/2018 0:00,online,SAILING,191,292.95,53.73,21.07
2/11/2018 0:00,offline,TRIATHLON,1614,4793.76,178.27,141.85
2/11/2018 0:00,offline,FITNESS,1614,6619.94,164.94,396.78
2/11/2018 0:00,online,SWIMMING,191,280.19,38.69,14.47
2/11/2018 0:00,offline,VOLLEYBALL,1618,150.4,76.63,61.57
2/11/2018 0:00,online,SKI,191,6979.66,117.3,61.8
2/12/2018 0:00,offline,FOOTBALL,1618,5590.77,136.63,122.29
2/12/2018 0:00,offline,FOOTBALL,1614,4535.01,158.22,99.77
2/12/2018 0:00,offline,HIKING/TREKKING,1614,26666.71,551.25,390.05
2/12/2018 0:00,offline,RUGBY,1614,683.95,63.22,17.64
2/12/2018 0:00,offline,PILATES,1614,3028.06,189.24,93.96
2/12/2018 0:00,offline,Others,1618,2392.55,45.21,101.06
2/12/2018 0:00,offline,HIKING/TREKKING,1618,65416.93,770.69,420.56
2/12/2018 0:00,offline,TRAIL,1618,1084.12,46.29,45.09
2/12/2018 0:00,offline,RUGBY,1618,210.95,30.54,46.75
2/12/2018 0:00,offline,SKATE/ROLLER,1618,5759.97,67.52,61.39
2/12/2018 0:00,offline,TRIATHLON,1614,2338.7,147.22,100.17
2/12/2018 0:00,offline,SKI,1618,2423.07,28.07,25.08
2/12/2018 0:00,offline,UNKNOWN,1618,319.46,6.27,68.05
2/12/2018 0:00,offline,SQUASH,1614,109.73,19.09,38.88
2/12/2018 0:00,offline,YOGA,1614,2792.6,72.65,125.33
2/12/2018 0:00,offline,UNKNOWN,1614,-61.79,40.23,48.81
2/12/2018 0:00,offline,CROSSTRAIN,1618,5467.3,195,151.71
2/12/2018 0:00,offline,BASKETBALL,1614,2932.14,109.85,80.93
2/12/2018 0:00,offline,SURFING,1614,4291.16,99.84,92.34
2/12/2018 0:00,offline,SWIMMING,1618,7358.96,230.84,101.7
2/12/2018 0:00,offline,FITNESS,1618,5296.56,112.33,314.7
2/12/2018 0:00,online,SKI,191,12617.94,107.65,124.87
2/12/2018 0:00,offline,CLIMBING,1614,144.26,49.46,35.63
2/12/2018 0:00,offline,JOG/RUN,1618,16277.82,381.5,297.51
2/12/2018 0:00,offline,TENNIS,1614,5830.7,229.6,159.05
2/12/2018 0:00,offline,SKI,1614,5486.17,111.3,123.69
2/12/2018 0:00,offline,FITNESS,1614,2932.9,118.92,202.5
2/12/2018 0:00,offline,CLIMBING,1618,1358,36.38,32.74
2/12/2018 0:00,offline,BADMINTON,1614,1160.35,118.21,85.78
2/12/2018 0:00,offline,TRIATHLON,1618,3633.91,148.83,173.06
2/12/2018 0:00,offline,BASKETBALL,1618,5135.61,103.79,80.87
2/12/2018 0:00,offline,VOLLEYBALL,1618,20.76,4.95,82.06
2/12/2018 0:00,online,JOG/RUN,191,1005.11,80.86,18.71
2/12/2018 0:00,online,Others,191,332.38,88.92,35.68
2/12/2018 0:00,offline,KAYAK/SUP,1618,8494.88,45.48,68.56
2/12/2018 0:00,offline,CYCLING,1618,6842.75,178.54,179.79
2/12/2018 0:00,offline,BOXING,1618,814.77,18.33,21
2/12/2018 0:00,offline,CYCLING,1614,571.52,59.3,27.57
2/12/2018 0:00,offline,TENNIS,1618,5836.96,192.41,178.1
2/12/2018 0:00,offline,TABLE_TENNIS,1618,185.08,74.4,37.24
2/12/2018 0:00,online,SAILING,191,162.31,41.59,3.05
2/12/2018 0:00,online,BADMINTON,191,51.94,16.7,32.14
2/12/2018 0:00,online,SKATE/ROLLER,191,119.39,49.94,10.43
2/12/2018 0:00,offline,CROSSTRAIN,1614,5176.85,148.49,93.08
2/12/2018 0:00,offline,SURFING,1618,1775.37,82.34,90.17
2/12/2018 0:00,offline,PILATES,1618,10528,288.97,212.2
2/12/2018 0:00,online,SWIMMING,191,62.14,93.5,62.34
2/12/2018 0:00,online,TENNIS,191,34.79,64.48,93.85
2/12/2018 0:00,offline,TABLE_TENNIS,1614,29.83,73.38,18.32
2/12/2018 0:00,online,CYCLING,191,1698.05,86.66,103.17
2/12/2018 0:00,offline,SKATE/ROLLER,1614,1674.66,63.67,79.12
2/12/2018 0:00,offline,GOLF,1618,847.79,16.95,109.93
2/12/2018 0:00,online,CROSSTRAIN,191,1941.05,10.29,6.91
2/12/2018 0:00,offline,JOG/RUN,1614,9378.86,295.49,195.26
2/12/2018 0:00,online,HIKING/TREKKING,191,5876.04,102.1,48.09
2/12/2018 0:00,online,BASKETBALL,191,54.55,62.1,95.36
2/12/2018 0:00,online,PILATES,191,332.47,10.51,80.18
2/12/2018 0:00,offline,BADMINTON,1618,2099.83,125.92,77.61
2/12/2018 0:00,offline,GOLF,1614,153.23,67.7,21.47
2/12/2018 0:00,offline,SWIMMING,1614,6008.12,156.59,173.03
2/12/2018 0:00,online,YOGA,191,199.11,27.73,96.17
2/12/2018 0:00,offline,SAILING,1618,2207.74,70.87,69.95
2/12/2018 0:00,offline,DIVING,1614,3769.32,132.37,102
2/12/2018 0:00,offline,VOLLEYBALL,1614,169.14,70.18,15.41
2/12/2018 0:00,offline,DIVING,1618,3024.63,130.98,105.21
2/12/2018 0:00,online,GOLF,191,1558.42,39.34,34.05
2/12/2018 0:00,online,FOOTBALL,191,285.69,28.83,97.17
2/12/2018 0:00,offline,TRAIL,1614,1631.17,96.04,60.83
2/12/2018 0:00,offline,YOGA,1618,3384.02,124.6,136.57
2/12/2018 0:00,online,BOXING,191,18.86,71.31,9.93
2/12/2018 0:00,online,FITNESS,191,294.93,40.41,67.95
2/13/2018 0:00,offline,SURFING,1618,4732.99,101.69,148.19
2/13/2018 0:00,offline,CYCLING,1614,495.02,81.67,55.51
2/13/2018 0:00,offline,SWIMMING,1618,5549.53,207.14,147.67
2/13/2018 0:00,offline,CROSSTRAIN,1618,6265.21,98.81,72.22
2/13/2018 0:00,offline,TRIATHLON,1618,2828.51,176.11,83.82
2/13/2018 0:00,offline,BOXING,1618,1038.6,93.77,30.7
2/13/2018 0:00,offline,YOGA,1618,3994.75,140.71,42.14
2/13/2018 0:00,offline,BADMINTON,1614,1605.45,63.63,76.22
2/13/2018 0:00,offline,FOOTBALL,1618,3916.4,120.13,71.26
2/13/2018 0:00,online,HIKING/TREKKING,191,2028.82,87.85,90.63
2/13/2018 0:00,offline,FITNESS,1614,4346.48,148.98,246.63
2/13/2018 0:00,offline,DIVING,1618,2550.22,69.63,61.36
2/13/2018 0:00,offline,Others,1618,2174.72,30.24,109.85
2/13/2018 0:00,offline,YOGA,1614,2596.93,108.79,77.62
2/13/2018 0:00,offline,VOLLEYBALL,1614,418.94,71.51,73.22
2/13/2018 0:00,offline,PILATES,1618,15136.12,266.47,273.53
2/13/2018 0:00,offline,UNKNOWN,1618,1028.64,64.72,18.63
2/13/2018 0:00,offline,HIKING/TREKKING,1618,47667.81,685.17,422.43
2/13/2018 0:00,offline,TABLE_TENNIS,1614,355.14,97.74,75.33
2/13/2018 0:00,offline,TENNIS,1614,5422.35,213.3,113.93
2/13/2018 0:00,offline,SKATE/ROLLER,1618,4616.56,95.34,100.73
2/13/2018 0:00,offline,RUGBY,1614,83.69,58.26,43.92
2/13/2018 0:00,offline,CLIMBING,1618,751.53,71.67,84.57
2/13/2018 0:00,offline,VOLLEYBALL,1618,47.57,41.22,23.15
2/13/2018 0:00,online,SKI,191,5078.97,47.48,117.75
2/13/2018 0:00,offline,CYCLING,1618,7726.12,158.07,121
2/13/2018 0:00,offline,BASKETBALL,1614,4521.94,109.52,102.31
2/13/2018 0:00,offline,SKI,1618,7378.87,148.11,167.29
2/13/2018 0:00,offline,FOOTBALL,1614,4240.19,140.57,81.38
2/13/2018 0:00,offline,TENNIS,1618,4648.57,207.33,151.85
2/13/2018 0:00,offline,SAILING,1618,5014.88,84.14,78.87
2/13/2018 0:00,offline,UNKNOWN,1614,296.52,8.65,29.1
2/13/2018 0:00,online,FITNESS,191,192.18,38.28,12.4
2/13/2018 0:00,offline,HIKING/TREKKING,1614,49327.21,721.88,414.87
2/13/2018 0:00,offline,FITNESS,1618,5672.27,150.04,332.29
2/13/2018 0:00,offline,SURFING,1614,5446.11,174.85,114.02
2/13/2018 0:00,offline,PILATES,1614,3346.49,120.24,78.23
2/13/2018 0:00,offline,GOLF,1618,588.19,76.86,106.3
2/13/2018 0:00,online,TENNIS,191,3.39,36.92,84.74
2/13/2018 0:00,offline,RUGBY,1618,224.33,38.63,35.33
2/13/2018 0:00,offline,BASKETBALL,1618,3545.17,133.84,91.79
2/13/2018 0:00,offline,TABLE_TENNIS,1618,132.42,68.74,16.16
2/13/2018 0:00,online,CROSSTRAIN,191,1376.34,54.97,47.89
2/13/2018 0:00,offline,KAYAK/SUP,1618,2974.7,103.93,31.56
2/13/2018 0:00,online,PILATES,191,51.04,37.75,56.43
2/13/2018 0:00,online,JOG/RUN,191,292.72,65.07,81.68
2/13/2018 0:00,offline,SWIMMING,1614,5378.56,142.92,115.98
2/13/2018 0:00,online,SAILING,191,-186.38,24,11.11
2/13/2018 0:00,online,BADMINTON,191,249.98,19.36,36.8
2/13/2018 0:00,offline,CROSSTRAIN,1614,4446.01,153.13,53
2/13/2018 0:00,offline,JOG/RUN,1618,15646.98,338.98,213.66
2/13/2018 0:00,online,TRAIL,191,46.58,43.23,50.52
2/13/2018 0:00,offline,GOLF,1614,100.42,85.49,25.18
2/13/2018 0:00,offline,Others,1614,-129.47,82.51,25.67
2/13/2018 0:00,offline,SKI,1614,7905.89,194.54,187.19
2/13/2018 0:00,offline,BADMINTON,1618,1720.4,74.56,109.26
2/13/2018 0:00,offline,JOG/RUN,1614,10220.66,345.88,268.06
2/13/2018 0:00,online,SWIMMING,191,152.95,50.58,18.48
2/13/2018 0:00,offline,TRIATHLON,1614,1705.51,120.86,115.51
2/13/2018 0:00,offline,DIVING,1614,4740.05,144.03,87.38
2/13/2018 0:00,offline,TRAIL,1618,1610.47,90.26,19.92
2/13/2018 0:00,offline,SKATE/ROLLER,1614,5186.77,94.68,72.81
2/13/2018 0:00,offline,TRAIL,1614,1620.75,86.23,25.18
2/13/2018 0:00,offline,SAILING,1614,199.67,37.09,83.88
2/13/2018 0:00,online,FOOTBALL,191,0.85,32.83,85.55
2/13/2018 0:00,offline,SQUASH,1618,27.03,99.48,60.96
2/13/2018 0:00,online,CYCLING,191,3270.57,22.92,8.37
2/13/2018 0:00,online,GOLF,191,360.67,31.93,40.16
2/13/2018 0:00,online,Others,191,466.56,13.83,26.97
2/14/2018 0:00,offline,HIKING/TREKKING,1618,70024.11,936.96,467.18
2/14/2018 0:00,offline,JOG/RUN,1618,18788.8,363.27,256.72
2/14/2018 0:00,offline,CROSSTRAIN,1618,9492.18,202.45,81.76
2/14/2018 0:00,offline,SQUASH,1614,87.35,79.19,59.88
2/14/2018 0:00,offline,GOLF,1618,1532.44,88.75,25.02
2/14/2018 0:00,offline,BASKETBALL,1614,4005.66,113,57.87
2/14/2018 0:00,offline,FITNESS,1614,6230.44,113.14,274.63
2/14/2018 0:00,offline,UNKNOWN,1618,251.69,40.97,92.89
2/14/2018 0:00,offline,CROSSTRAIN,1614,4068.99,75.93,129.49
2/14/2018 0:00,offline,TRAIL,1614,1068.75,16.92,39.5
2/14/2018 0:00,offline,CLIMBING,1618,1036.26,45.45,49.56
2/14/2018 0:00,online,FITNESS,191,160.78,70.06,6.29
2/14/2018 0:00,offline,TRIATHLON,1614,2600.08,186.79,120.14
2/14/2018 0:00,offline,FOOTBALL,1614,8036.8,165.52,83.46
2/14/2018 0:00,offline,YOGA,1618,4699.32,149.89,66.79
2/14/2018 0:00,offline,SKI,1614,2197.82,90.06,94.46
2/14/2018 0:00,offline,Others,1618,2908.52,97.46,42.01
2/14/2018 0:00,online,CYCLING,191,693.23,64.69,48.77
2/14/2018 0:00,offline,JOG/RUN,1614,11707.28,380.72,226.72
2/14/2018 0:00,offline,TENNIS,1614,7324.91,243.25,146.44
2/14/2018 0:00,offline,SKI,1618,4593.6,129.14,138
2/14/2018 0:00,offline,YOGA,1614,4253.1,79.98,104.45
2/14/2018 0:00,offline,CYCLING,1618,7135.25,229.17,137.59
2/14/2018 0:00,offline,FOOTBALL,1618,3119.56,119.82,42.7
2/14/2018 0:00,offline,HIKING/TREKKING,1614,45170.48,675.25,379.89
2/14/2018 0:00,online,SKI,191,-69.27,69.28,121.59
2/14/2018 0:00,offline,SAILING,1618,12573.31,77.52,130.64
2/14/2018 0:00,offline,PILATES,1614,3795.84,197.04,184.86
2/14/2018 0:00,offline,BADMINTON,1618,1074.93,102.02,77.53
2/14/2018 0:00,online,HIKING/TREKKING,191,184.71,87.54,35.79
2/14/2018 0:00,offline,TABLE_TENNIS,1618,855.54,98.52,31.08
2/14/2018 0:00,offline,VOLLEYBALL,1618,107.8,101.03,20.36
2/14/2018 0:00,offline,UNKNOWN,1614,53.11,18.41,5.41
2/14/2018 0:00,offline,TENNIS,1618,5155.05,196.12,177.97
2/14/2018 0:00,online,SAILING,191,-212.19,95.83,44.83
2/14/2018 0:00,offline,PILATES,1618,14134.53,358.35,210.73
2/14/2018 0:00,offline,SWIMMING,1618,7472.07,213.97,123.29
2/14/2018 0:00,offline,Others,1614,-204.02,84.7,78.02
2/14/2018 0:00,online,PILATES,191,-172.72,25.38,42.41
2/14/2018 0:00,offline,TABLE_TENNIS,1614,391.37,90.12,61.66
2/14/2018 0:00,offline,SURFING,1614,4838.07,173.22,68.16
2/14/2018 0:00,offline,VOLLEYBALL,1614,71.34,3.73,23.83
2/14/2018 0:00,online,TRAIL,191,412.38,63.96,45.16
2/14/2018 0:00,offline,CYCLING,1614,315.81,76.41,84.14
2/14/2018 0:00,offline,SKATE/ROLLER,1614,1548.39,108.68,110.01
2/14/2018 0:00,online,JOG/RUN,191,164.72,69.49,75.09
2/14/2018 0:00,offline,RUGBY,1614,51.62,51.23,54.08
2/14/2018 0:00,offline,KAYAK/SUP,1618,551.72,64.98,63.43
2/14/2018 0:00,offline,TRAIL,1618,3335.01,52.12,116.08
2/14/2018 0:00,offline,BADMINTON,1614,1898.12,84.44,24.96
2/14/2018 0:00,offline,FITNESS,1618,7519.9,106.44,300.67
2/14/2018 0:00,online,TENNIS,191,298.13,58.95,68.43
2/14/2018 0:00,online,CLIMBING,191,601.73,58.93,91.68
2/14/2018 0:00,offline,SURFING,1618,3493.25,146.94,103.03
2/14/2018 0:00,offline,RUGBY,1618,293.01,18.88,51.11
2/14/2018 0:00,offline,DIVING,1618,2441.69,98.48,79.57
2/14/2018 0:00,offline,DIVING,1614,4335.95,132.95,106.07
2/14/2018 0:00,online,SKATE/ROLLER,191,1271.46,18.22,64.51
2/14/2018 0:00,offline,TRIATHLON,1618,2558.87,222.31,96.77
2/14/2018 0:00,online,BOXING,191,-101.18,17.45,4.35
2/14/2018 0:00,online,BASKETBALL,191,902.31,68.44,59.97
2/14/2018 0:00,online,FOOTBALL,191,649.73,50.78,77.7
2/14/2018 0:00,online,Others,191,-98.18,76.06,36.1
2/14/2018 0:00,offline,BASKETBALL,1618,3831.17,102.93,78.56
2/14/2018 0:00,offline,SWIMMING,1614,5734.13,162.36,112.63
2/14/2018 0:00,offline,SKATE/ROLLER,1618,5125.91,97.11,73.72
2/14/2018 0:00,online,SURFING,191,-39.81,48.55,32.51
2/14/2018 0:00,offline,BOXING,1618,428.26,33.3,94.02
2/14/2018 0:00,online,YOGA,191,74.89,76.2,69.04
2/14/2018 0:00,offline,GOLF,1614,69.25,50.49,47.6
2/14/2018 0:00,online,GOLF,191,-63.36,15.64,8.97
2/14/2018 0:00,online,CROSSTRAIN,191,304.16,8.48,31.82
2/15/2018 0:00,offline,BASKETBALL,1618,4483.42,159.68,111.74
2/15/2018 0:00,offline,FOOTBALL,1618,3036.96,135.82,129.5
2/15/2018 0:00,offline,Others,1618,614.97,64.85,108.13
2/15/2018 0:00,offline,SWIMMING,1618,6223.82,163.13,153.85
2/15/2018 0:00,online,Others,191,818.57,26.26,65.81
2/15/2018 0:00,offline,TRIATHLON,1614,3429.78,182.72,174.53
2/15/2018 0:00,offline,BADMINTON,1614,2587.51,99.99,71.16
2/15/2018 0:00,offline,BADMINTON,1618,3014.68,95.29,123.8
2/15/2018 0:00,online,FOOTBALL,191,317.42,35.66,6.99
2/15/2018 0:00,offline,JOG/RUN,1618,18396.64,325.35,222.64
2/15/2018 0:00,offline,YOGA,1618,4640.63,138.12,116.44
2/15/2018 0:00,offline,BASKETBALL,1614,5797.05,123.83,104.36
2/15/2018 0:00,offline,PILATES,1618,11155.06,302.77,253.05
2/15/2018 0:00,online,CYCLING,191,1825.61,55.17,85.14
2/15/2018 0:00,offline,SURFING,1618,4044.71,111.89,123.62
2/15/2018 0:00,offline,DIVING,1618,2974.15,82.47,29.35
2/15/2018 0:00,offline,FITNESS,1614,4957.16,161.33,243.69
2/15/2018 0:00,offline,HIKING/TREKKING,1614,60811.65,851.02,507.78
2/15/2018 0:00,online,GOLF,191,181.69,17.35,52.6
2/15/2018 0:00,offline,DIVING,1614,3337.29,79.97,75.32
2/15/2018 0:00,offline,JOG/RUN,1614,14056.67,471.1,244.05
2/15/2018 0:00,offline,SKATE/ROLLER,1614,3593.8,92.09,36.42
2/15/2018 0:00,offline,UNKNOWN,1618,873.02,61.43,18.77
2/15/2018 0:00,offline,GOLF,1618,887.75,22.25,42.39
2/15/2018 0:00,offline,RUGBY,1618,59.88,10.87,21.22
2/15/2018 0:00,offline,CYCLING,1614,1821.99,73.66,120.38
2/15/2018 0:00,offline,CLIMBING,1618,1207.25,99.8,15.8
2/15/2018 0:00,offline,VOLLEYBALL,1614,243.79,19.92,38.67
2/15/2018 0:00,offline,CROSSTRAIN,1614,5567.94,144.12,110.8
2/15/2018 0:00,offline,TABLE_TENNIS,1618,626.4,106.66,61.44
2/15/2018 0:00,offline,YOGA,1614,3319.22,132.76,110.23
2/15/2018 0:00,offline,FOOTBALL,1614,9369.46,171.6,145.23
2/15/2018 0:00,offline,GOLF,1614,367.3,98.72,45.73
2/15/2018 0:00,offline,HIKING/TREKKING,1618,83636.63,952.2,455.76
2/15/2018 0:00,offline,TENNIS,1614,6540.02,292.61,117.18
2/15/2018 0:00,offline,SURFING,1614,4219.61,140.39,121.85
2/15/2018 0:00,offline,SQUASH,1618,262.6,96.25,97.25
2/15/2018 0:00,offline,BOXING,1618,480.05,102.28,23.53
2/15/2018 0:00,online,FITNESS,191,423.72,29.51,57.02
2/15/2018 0:00,offline,Others,1614,0,0.27,84.85
2/15/2018 0:00,offline,KAYAK/SUP,1618,889.57,18.66,16.55
2/15/2018 0:00,offline,SKI,1614,1514.15,111.8,29.7
2/15/2018 0:00,offline,RUGBY,1614,143.54,12.17,68.62
2/15/2018 0:00,offline,CYCLING,1618,13383.04,257.73,185.02
2/15/2018 0:00,offline,CROSSTRAIN,1618,5712.41,160.42,123.16
2/15/2018 0:00,offline,SAILING,1618,8017.62,60.36,79.26
2/15/2018 0:00,online,HIKING/TREKKING,191,2001.3,88.48,39.6
2/15/2018 0:00,online,CROSSTRAIN,191,606.65,56.97,26.28
2/15/2018 0:00,offline,FITNESS,1618,4813.22,112.97,267.54
2/15/2018 0:00,offline,PILATES,1614,3536.93,155.52,143.89
2/15/2018 0:00,online,SKI,191,118.23,119.62,82.33
2/15/2018 0:00,offline,SKI,1618,4510.04,146.3,132.14
2/15/2018 0:00,online,TENNIS,191,72.03,7.38,88.99
2/15/2018 0:00,online,JOG/RUN,191,662.2,13.69,78.98
2/15/2018 0:00,offline,SAILING,1614,434.79,25.84,54.79
2/15/2018 0:00,offline,TRIATHLON,1618,3090.7,154.7,135.68
2/15/2018 0:00,offline,TABLE_TENNIS,1614,314.02,42.23,40.69
2/15/2018 0:00,online,PILATES,191,13.29,17.25,53.65
2/15/2018 0:00,offline,SKATE/ROLLER,1618,8826.87,141.33,43.11
2/15/2018 0:00,online,SWIMMING,191,47.84,49.09,57.16
2/15/2018 0:00,offline,TENNIS,1618,4121.5,198.56,111.54
2/15/2018 0:00,online,SKATE/ROLLER,191,75.64,64.29,50.62
2/15/2018 0:00,offline,SWIMMING,1614,4463.34,164.79,185.25
2/15/2018 0:00,offline,TRAIL,1614,1909.95,109.21,90.25
2/15/2018 0:00,offline,VOLLEYBALL,1618,160.55,8.43,3.09
2/15/2018 0:00,offline,TRAIL,1618,2132.89,77.34,35.41
2/15/2018 0:00,online,BASKETBALL,191,38.24,54.95,6.97
2/15/2018 0:00,online,SQUASH,191,109.09,98.03,69.73
2/16/2018 0:00,offline,JOG/RUN,1614,10639.02,274.43,177.63
2/16/2018 0:00,offline,BADMINTON,1618,1313.7,52.64,59.61
2/16/2018 0:00,offline,FITNESS,1618,2551.02,90.27,189.1
2/16/2018 0:00,offline,SWIMMING,1618,6821.93,177.49,89.54
2/16/2018 0:00,offline,TRIATHLON,1618,1605.28,80.3,100.5
2/16/2018 0:00,offline,JOG/RUN,1618,6635.98,215.21,96.53
2/16/2018 0:00,offline,SAILING,1618,3842.72,64.87,111.6
2/16/2018 0:00,offline,TRAIL,1614,820.78,29.84,71.77
